Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
3140,0.37,Premium,F,VS2,61.2,60.0,4.63,4.59,2.82,957
17520,2.01,Good,J,SI1,63.6,59.0,8.01,7.96,5.08,12369
3531,1.51,Premium,I,SI1,61.8,60.0,7.23,7.3,4.49,7989
1059,1.16,Ideal,G,SI2,,54.0,6.75,6.78,4.16,5206
4905,0.43,Ideal,E,VS2,62.1,56.0,4.87,4.83,3.01,1048
7651,0.31,Ideal,F,VS2,60.8,57.0,4.39,4.36,2.66,802
18164,0.31,Good,I,VS1,,56.0,4.27,4.32,2.74,489
10833,1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,5761
6875,0.9,Fair,I,SI2,65.3,57.0,5.98,5.93,3.89,2536
16948,1.01,Very Good,G,VVS2,63.1,56.0,6.4,6.34,4.02,7565
1216,1.31,Very Good,G,SI2,63.4,58.0,6.91,6.8,4.35,4714
26604,0.52,Ideal,I,VVS1,60.1,56.0,5.24,5.27,3.16,1454
26398,0.31,Ideal,G,VS1,61.3,56.0,4.36,4.38,2.68,625
26391,1.28,Ideal,H,SI2,62.8,57.0,6.92,6.87,4.33,6451
17728,1.27,Very Good,I,I1,60.2,62.0,7.0,7.05,4.23,3665
1887,0.45,Very Good,E,VS2,61.8,58.0,4.9,4.94,3.04,1129
558,1.25,Premium,F,VS2,61.5,60.0,6.93,6.89,4.25,8840
18293,1.32,Ideal,I,SI1,62.2,57.0,7.07,7.01,4.38,6431
14221,1.1,Good,F,SI2,,61.0,6.61,6.67,4.02,4674
3711,0.62,Premium,G,I1,58.9,60.0,5.65,5.54,3.29,933
23259,0.32,Ideal,H,VS1,62.8,55.0,4.41,4.35,2.75,720
17214,0.7,Premium,G,VVS2,61.8,58.0,5.67,5.63,3.49,2874
17809,1.03,Premium,E,VS1,59.6,59.0,6.59,6.57,3.92,7817
8287,0.39,Ideal,I,VS2,61.5,55.0,4.7,4.73,2.9,651
3339,0.41,Ideal,E,VVS2,60.9,56.0,4.75,4.81,2.91,1187
8003,1.07,Good,G,SI1,63.1,59.0,6.45,6.49,4.08,4861
13244,1.01,Premium,H,SI1,59.2,58.0,6.58,6.56,3.89,3417
20071,0.23,Very Good,F,VVS1,60.7,55.0,3.98,4.0,2.42,525
3009,0.7,Very Good,E,SI1,63.2,60.0,5.6,5.51,3.51,2777
48,0.52,Ideal,G,VVS2,61.7,55.0,5.21,5.23,3.22,2338
18464,0.3,Premium,D,SI1,61.7,59.0,4.31,4.28,2.65,709
20223,0.9,Very Good,I,SI2,61.5,61.0,6.13,6.16,3.78,3057
10879,1.52,Very Good,I,SI1,62.8,62.0,7.23,7.29,4.56,9129
4435,1.01,Premium,G,IF,60.0,61.0,6.45,6.41,3.86,8120
9789,0.73,Ideal,G,SI1,60.1,57.0,5.87,5.91,3.54,2548
25981,0.72,Ideal,H,VS2,62.0,56.0,5.8,5.74,3.58,2443
20749,0.26,Very Good,D,VS1,60.0,56.0,4.15,4.18,2.5,425
23928,0.9,Very Good,E,SI1,62.0,62.0,6.11,6.21,3.82,4144
13779,0.53,Very Good,F,SI1,60.9,56.0,5.21,5.23,3.18,1291
16465,0.42,Ideal,F,SI1,61.6,55.0,4.85,4.83,2.98,838
5126,1.15,Ideal,I,SI1,62.3,57.0,6.74,6.67,4.18,4925
19342,0.25,Ideal,H,VS1,62.6,53.0,4.04,4.08,2.54,445
3886,0.7,Ideal,D,SI1,61.2,54.0,5.79,5.75,3.53,2310
20735,1.0,Good,H,VS2,57.8,59.0,6.53,6.47,3.75,4166
9436,0.24,Very Good,D,VVS2,60.1,57.0,4.03,4.09,2.44,499
16065,0.57,Ideal,G,VS2,60.7,56.0,5.4,5.37,3.27,1313
5236,0.27,Very Good,H,VVS2,62.1,57.0,4.1,4.15,2.56,486
3313,0.38,Ideal,G,SI1,62.1,54.0,4.67,4.64,2.9,969
19191,0.32,Very Good,G,SI1,61.0,61.0,4.38,4.41,2.68,477
22288,0.25,Very Good,E,VVS2,63.1,55.0,3.98,4.04,2.53,526
11838,0.51,Ideal,F,VVS2,61.9,56.0,5.09,5.14,3.16,2098
21733,2.15,Ideal,J,VS1,60.9,55.0,8.35,8.39,5.1,15613
23091,0.39,Very Good,H,SI1,58.4,63.0,4.8,4.85,2.82,696
8817,0.8,Very Good,H,SI1,62.5,56.0,5.92,5.96,3.71,2919
9900,2.3,Premium,J,SI1,59.6,59.0,8.61,8.56,5.12,12499
10089,0.7,Ideal,I,SI1,59.9,59.0,5.75,5.8,3.46,2083
14999,0.59,Very Good,E,SI2,60.5,58.0,5.43,5.51,3.31,1325
11133,1.19,Good,E,VS2,57.4,60.0,6.9,7.0,3.99,6937
4839,0.51,Good,G,VVS1,63.2,58.0,5.08,5.11,3.22,1872
14094,0.72,Ideal,G,VS1,61.7,56.0,5.75,5.78,3.56,3478
11499,0.83,Very Good,D,VS1,58.2,59.0,6.19,6.24,3.62,4521
12274,1.02,Ideal,F,VS2,61.0,56.0,6.55,6.62,4.02,6393
15191,0.33,Ideal,F,VVS1,61.7,57.0,4.44,4.47,2.75,955
8714,1.0,Good,G,VS2,62.9,56.0,6.33,6.39,4.0,5544
822,0.26,Ideal,I,VS2,61.8,55.0,4.12,4.17,2.56,371
9502,1.01,Good,F,VS2,64.1,59.0,6.16,6.23,3.97,6037
9034,0.38,Ideal,F,VVS1,61.9,55.0,4.67,4.7,2.9,1096
23947,0.43,Very Good,G,SI1,62.3,59.0,4.79,4.81,2.99,754
25359,0.32,Ideal,I,SI1,60.5,58.0,4.43,4.49,2.7,450
18862,0.9,Premium,G,SI1,61.0,60.0,6.17,6.12,3.75,3879
8103,0.57,Very Good,E,VS2,61.0,57.0,5.33,5.35,3.26,1785
4679,0.34,Ideal,H,VVS2,62.2,55.0,4.49,4.48,2.79,880
15254,0.71,Premium,F,VS2,,56.0,5.88,5.82,3.47,2840
14018,1.04,Premium,G,SI1,59.2,61.0,6.68,6.63,3.94,4811
14709,0.73,Ideal,H,IF,62.3,55.0,5.77,5.79,3.6,3785
13112,0.32,Ideal,G,IF,61.3,56.0,4.4,4.44,2.71,918
16904,0.4,Premium,E,SI1,62.6,59.0,4.71,4.68,2.94,945
17287,0.54,Ideal,D,VS2,61.8,57.0,5.26,5.22,3.24,1993
12678,1.53,Good,F,VS1,60.8,61.0,7.31,7.39,4.47,15619
19480,1.01,Very Good,F,VVS2,60.7,59.0,6.4,6.46,3.9,7835
5438,0.38,Premium,H,VS2,61.8,58.0,4.63,4.66,2.87,700
5494,1.01,Ideal,H,SI2,61.7,56.0,6.47,6.43,3.98,4129
19350,1.5,Ideal,I,SI1,,55.0,7.35,7.31,4.57,8736
24416,0.7,Premium,F,VVS2,62.2,56.0,5.72,5.63,3.53,3018
7956,0.7,Ideal,E,SI1,61.7,55.0,5.71,5.74,3.53,2745
21145,0.3,Premium,G,SI1,60.1,62.0,4.37,4.35,2.62,574
17672,0.66,Very Good,E,SI2,61.3,57.2,5.59,5.66,3.45,1769
993,1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,3589
16480,0.44,Premium,G,VS1,62.3,59.0,4.82,4.87,3.02,965
8149,1.36,Ideal,I,SI1,,56.0,7.08,7.11,4.4,7218
18507,0.52,Premium,E,VS2,60.3,60.0,5.21,5.17,3.13,1815
18910,0.5,Ideal,E,VS2,62.1,54.0,5.13,5.11,3.18,1746
5276,1.24,Premium,J,VS2,61.8,57.6,6.84,6.88,4.24,5265
13312,0.3,Ideal,G,VS2,61.7,56.0,4.31,4.35,2.67,526
19,0.9,Good,D,SI1,61.9,64.0,6.0,6.09,3.74,3567
10407,1.04,Premium,H,SI1,60.7,62.0,6.57,6.51,3.97,5311
2203,1.0,Very Good,D,SI1,61.3,54.0,6.37,6.39,3.91,5390
18476,0.51,Premium,I,VS2,62.9,55.0,5.12,5.08,3.21,1179
6217,0.55,Ideal,F,VS2,61.2,55.0,5.28,5.3,3.24,1580
26957,0.31,Ideal,E,VS2,62.3,57.0,4.32,4.35,2.7,680
14754,0.43,Ideal,F,VVS1,62.0,57.0,4.84,4.81,2.99,1422
5354,0.9,Very Good,G,SI2,60.9,56.0,6.18,6.24,3.78,3581
7786,1.0,Fair,F,VS1,67.0,52.0,6.12,6.08,4.09,4984
11519,0.5,Ideal,I,SI1,62.3,56.0,5.04,5.08,3.15,1076
24359,0.51,Good,H,SI1,63.7,56.0,5.1,5.07,3.24,1227
19436,0.3,Premium,E,SI1,60.0,60.0,4.38,4.36,2.62,675
13844,1.01,Premium,G,I1,61.1,61.0,6.49,6.35,3.92,3014
25508,1.03,Ideal,F,SI1,62.1,56.0,6.5,6.46,4.03,6183
4729,1.28,Ideal,J,SI1,61.2,57.0,7.02,6.96,4.28,4967
16103,1.03,Very Good,D,SI1,60.5,61.0,6.43,6.47,3.9,5313
20755,0.72,Ideal,E,SI1,61.0,57.0,5.77,5.8,3.53,3012
11242,0.32,Premium,H,IF,61.2,58.0,4.37,4.39,2.68,842
24223,0.31,Premium,E,VS2,62.7,58.0,4.31,4.33,2.71,680
5952,0.58,Very Good,G,VS2,63.2,58.0,5.36,5.28,3.36,1336
12596,0.57,Premium,D,VS2,61.9,58.0,5.35,5.32,3.3,2047
3747,1.51,Ideal,E,SI2,60.5,57.0,7.38,7.42,4.48,10935
1864,0.23,Good,E,VVS1,59.9,65.0,3.93,3.95,2.36,439
8375,1.28,Good,G,SI2,63.6,57.0,6.78,6.73,4.29,4679
14413,2.02,Very Good,D,SI2,62.3,56.0,7.99,8.06,5.0,17263
6958,0.33,Ideal,H,SI2,61.3,55.0,4.48,4.49,2.75,433
23848,0.54,Ideal,G,VS1,62.2,56.0,5.19,5.23,3.24,1637
11960,0.42,Very Good,D,SI1,60.8,59.0,4.82,4.85,2.94,810
14848,0.31,Ideal,E,VS1,61.7,56.0,4.41,4.37,2.71,942
11676,0.44,Very Good,J,VS1,63.1,57.0,4.87,4.83,3.06,891
22110,1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25,4058
11334,0.54,Very Good,I,IF,58.8,61.0,5.29,5.35,3.13,1708
6957,0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,764
14398,1.04,Premium,H,VS2,58.7,62.0,6.67,6.65,3.91,4477
11940,0.31,Ideal,G,VVS2,61.7,57.0,4.36,4.39,2.7,671
20889,1.14,Premium,H,SI1,62.5,58.0,6.71,6.67,4.18,4948
2254,0.53,Good,E,VS2,63.5,59.0,5.13,5.17,3.27,1561
5210,1.05,Ideal,H,SI2,61.9,56.0,6.49,6.56,4.04,4504
3426,0.32,Ideal,E,VS2,62.0,57.0,4.41,4.39,2.73,900
24371,0.41,Ideal,F,VS2,61.8,56.0,4.8,4.78,2.96,1107
17295,1.52,Ideal,I,VVS1,61.9,56.0,7.37,7.34,4.55,11168
16045,1.0,Premium,G,VS1,62.3,58.0,6.39,6.3,3.95,6290
17147,0.42,Good,D,SI2,63.1,56.0,4.74,4.8,3.01,653
2106,0.33,Ideal,H,VVS2,62.2,54.0,4.46,4.44,2.77,854
9097,1.5,Very Good,H,VVS1,60.9,61.0,7.36,7.39,4.49,11688
1552,0.35,Ideal,F,VS2,62.1,57.0,4.55,4.53,2.82,906
10869,1.19,Very Good,E,I1,60.2,61.0,6.87,6.91,4.15,3508
6481,0.37,Premium,E,VS2,61.5,58.0,4.66,4.61,2.85,1041
5466,1.7,Premium,I,VS2,62.4,58.0,7.61,7.56,4.73,10910
19046,1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,5689
22831,0.54,Very Good,D,SI1,62.0,55.0,5.21,5.24,3.24,1662
22481,0.52,Ideal,E,VS2,62.2,54.0,5.13,5.16,3.2,1825
24967,1.01,Good,J,VS2,63.3,54.0,6.34,6.42,4.04,3555
15089,1.0,Fair,I,SI2,65.8,58.0,6.23,6.27,4.11,3348
9945,0.7,Premium,H,VVS2,62.1,58.0,5.71,5.66,3.53,2536
23386,0.3,Ideal,E,VS2,62.1,55.0,4.33,4.3,2.68,844
9123,0.3,Premium,J,VS1,61.9,56.0,4.32,4.28,2.66,506
3233,1.11,Ideal,H,SI2,62.6,56.0,6.58,6.65,4.14,4719
21976,1.01,Fair,G,VS1,64.6,60.0,6.34,6.22,4.06,6353
9410,1.01,Premium,E,VS2,59.5,60.0,6.3,6.24,3.73,5882
20186,0.31,Ideal,D,SI1,61.9,57.0,4.36,4.33,2.69,732
18931,0.4,Very Good,G,IF,61.0,59.0,4.75,4.79,2.91,1154
1315,0.9,Premium,I,VS2,63.0,59.0,6.1,6.06,3.83,3292
15123,1.06,Ideal,I,VVS1,60.2,57.0,6.62,6.66,4.0,6945
5734,0.34,Ideal,J,VS1,61.9,53.9,4.5,4.53,2.79,469
23326,0.7,Good,F,VS1,64.0,56.0,5.6,5.65,3.6,2401
3743,0.71,Ideal,D,VS1,61.5,58.0,5.75,5.77,3.54,3582
24421,1.04,Ideal,I,SI1,62.2,56.0,6.51,6.47,4.04,4484
317,1.04,Ideal,D,IF,61.8,57.0,6.49,6.52,4.02,14494
12958,0.71,Good,I,SI1,64.2,57.0,5.59,5.57,3.58,1715
23867,0.3,Ideal,E,VS2,62.2,56.0,4.28,4.3,2.67,658
18439,1.51,Ideal,J,SI1,61.4,57.0,7.38,7.43,4.55,8049
22912,0.53,Ideal,D,VS2,61.7,55.0,5.21,5.23,3.22,1857
10148,2.03,Premium,E,SI2,61.5,59.0,8.16,8.24,5.04,18310
1407,0.57,Good,F,VS1,60.0,61.0,5.35,5.38,3.22,1801
8920,1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,3105
18764,0.58,Ideal,H,SI1,60.9,57.0,5.38,5.33,3.26,1421
1594,1.9,Premium,G,SI2,63.0,58.0,7.93,7.86,4.97,13919
1075,0.38,Very Good,D,VVS2,63.8,57.0,4.57,4.61,2.93,1030
18766,1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08,4897
23802,0.36,Very Good,G,VS1,61.2,60.0,4.56,4.59,2.8,726
9227,0.72,Ideal,I,VS2,61.7,56.0,5.75,5.8,3.56,2650
8872,0.55,Ideal,G,VVS1,61.2,56.0,5.27,5.29,3.23,2632
3398,0.26,Premium,E,VVS1,62.9,58.0,4.08,4.06,2.56,769
2625,0.5,Good,E,SI1,63.3,59.0,4.99,5.03,3.17,1316
8415,1.25,Ideal,I,SI2,62.0,57.0,6.92,6.85,4.27,5355
22078,0.71,Very Good,F,SI2,61.6,59.0,5.7,5.76,3.53,2326
7216,0.54,Premium,D,SI1,58.3,61.0,5.38,5.32,3.12,1770
19302,2.11,Very Good,G,I1,,57.0,8.13,8.07,5.12,7834
14580,0.58,Ideal,F,VS1,61.9,54.0,5.33,5.37,3.31,1772
10250,0.53,Ideal,F,SI1,61.6,54.0,5.23,5.25,3.23,1284
19526,0.35,Ideal,I,VS2,62.5,57.0,4.5,4.53,2.82,491
18518,1.16,Ideal,G,VS2,62.3,57.0,6.66,6.72,4.17,7074
4629,0.3,Very Good,F,SI2,62.3,58.0,4.28,4.32,2.68,394
5189,0.79,Good,J,VS2,57.6,59.0,6.13,6.06,3.51,2048
17551,0.32,Ideal,G,VS2,61.8,57.0,4.37,4.4,2.71,561
15004,0.56,Ideal,H,VS2,61.7,54.0,5.31,5.33,3.28,1427
6248,1.23,Ideal,J,SI1,61.3,54.0,6.92,6.97,4.26,5181
2762,1.0,Very Good,F,SI1,61.8,59.0,6.33,6.38,3.93,4712
14078,1.52,Premium,D,SI2,60.2,60.0,7.4,7.46,4.47,8737
25296,1.09,Ideal,F,SI2,61.2,57.0,6.64,6.6,4.05,4981
8785,0.4,Ideal,D,VS1,62.2,57.0,4.71,4.74,2.94,1043
26540,0.56,Ideal,F,VS1,61.9,55.0,5.36,5.32,3.3,2016
16713,1.0,Fair,G,SI2,70.2,58.0,6.0,5.73,4.13,2326
10829,0.34,Ideal,F,VVS2,61.8,56.0,4.49,4.47,2.77,914
15686,0.31,Ideal,H,SI1,61.5,56.0,4.36,4.39,2.69,591
7802,1.53,Very Good,I,SI2,61.6,56.0,7.39,7.45,4.57,7406
11782,0.39,Good,F,SI1,63.3,54.0,4.62,4.67,2.94,718
19612,1.58,Premium,I,VS1,61.1,59.0,7.44,7.52,4.57,10428
20066,0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,408
6069,0.7,Very Good,E,VS1,62.0,59.0,5.65,5.68,3.51,2844
21126,0.31,Premium,F,VS2,61.4,62.0,4.34,4.32,2.66,802
5781,0.7,Ideal,E,VVS2,62.6,54.0,5.65,5.7,3.55,3901
1751,1.06,Ideal,H,SI2,60.1,59.0,6.58,6.67,3.98,4516
18312,0.53,Ideal,H,SI2,61.9,54.0,5.21,5.23,3.23,1020
11564,0.31,Very Good,H,VS2,63.0,57.0,4.32,4.34,2.73,489
10591,1.25,Good,I,SI2,63.3,55.8,6.83,6.87,4.34,5197
18275,0.32,Ideal,G,VVS2,61.5,57.0,4.43,4.39,2.71,936
23363,1.8,Premium,I,SI1,61.9,60.0,7.78,7.74,4.8,11948
1663,1.18,Ideal,I,VS1,62.2,55.0,6.8,6.77,4.22,6272
26899,1.5,Good,G,VS2,61.4,58.8,7.32,7.37,4.5,13307
15281,0.9,Very Good,I,SI2,61.5,57.0,6.16,6.19,3.8,3503
18061,2.21,Premium,G,SI2,60.7,62.0,8.48,8.42,5.13,15970
3255,0.78,Good,G,SI2,57.9,63.0,6.05,6.0,3.49,1720
24839,0.29,Good,F,VS1,,56.0,4.24,4.26,2.64,415
18113,0.54,Good,E,VVS1,60.3,61.0,5.3,5.32,3.2,2697
1350,0.4,Premium,E,SI2,60.5,59.0,4.74,4.78,2.88,640
20064,1.54,Very Good,H,VS2,62.1,62.0,7.31,7.38,4.56,11527
26167,0.42,Very Good,G,SI1,63.2,57.0,4.79,4.77,3.02,945
5868,0.32,Ideal,F,VVS1,61.4,56.0,4.4,4.43,2.71,912
1321,0.39,Ideal,E,SI1,60.6,57.0,4.75,4.79,2.89,677
19834,0.41,Very Good,D,SI1,60.3,63.0,4.8,4.78,2.89,920
1690,0.4,Ideal,H,SI2,62.6,55.0,4.73,4.76,2.97,625
14266,1.07,Ideal,E,SI2,61.5,56.0,6.58,6.61,4.06,5602
19716,0.4,Premium,G,VS2,61.9,58.0,4.74,4.76,2.94,753
24100,0.77,Ideal,J,VS2,61.4,55.0,5.9,5.95,3.64,2159
11015,0.4,Ideal,G,VVS2,62.6,57.0,4.68,4.75,2.95,931
17808,0.63,Ideal,J,SI1,61.8,56.0,5.47,5.52,3.39,1565
17885,0.44,Ideal,H,VVS1,61.1,57.0,4.87,4.92,2.99,1124
21719,0.41,Premium,F,VVS2,61.0,59.0,4.83,4.77,2.93,1192
3993,1.71,Premium,I,SI1,60.2,58.0,7.79,7.75,4.68,11104
5517,1.51,Ideal,G,VVS2,60.5,56.0,7.45,7.42,4.5,15303
21981,1.04,Premium,I,I1,61.6,61.0,6.47,6.45,3.98,2870
22885,0.4,Very Good,I,VVS2,,58.0,4.64,4.68,2.97,782
22810,0.77,Very Good,I,VS2,63.2,58.0,5.79,5.85,3.68,2513
7905,0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,852
20563,1.01,Very Good,G,SI2,61.0,58.0,6.43,6.48,3.94,4249
11003,0.4,Ideal,I,SI1,62.2,55.0,4.72,4.77,2.95,654
18828,0.31,Good,E,SI1,63.4,55.0,4.31,4.33,2.74,544
9082,1.19,Very Good,H,SI1,62.7,61.0,6.66,6.73,4.2,5595
16532,1.01,Fair,D,VS2,59.1,68.0,6.56,6.44,3.84,5797
16138,0.76,Ideal,I,VS2,61.8,58.0,5.84,5.87,3.62,2551
17769,0.41,Good,F,I1,63.8,57.0,4.69,4.72,3.0,503
25223,1.2,Premium,H,VS1,61.7,59.0,6.78,6.74,4.17,4838
4883,0.96,Fair,H,I1,69.2,56.0,5.97,5.83,4.08,1739
21631,1.14,Premium,G,SI2,62.8,58.0,6.68,6.64,4.18,4233
1877,0.71,Very Good,G,SI1,61.7,56.0,5.7,5.74,3.53,2334
1005,0.6,Ideal,I,SI1,62.2,58.0,5.37,5.41,3.35,1342
23941,1.13,Very Good,G,SI1,60.9,60.0,6.67,6.76,4.09,5280
9294,0.3,Ideal,G,SI1,62.1,53.0,4.32,4.37,2.7,422
23131,0.41,Good,D,VS2,63.8,55.0,4.7,4.73,3.01,873
15292,0.75,Ideal,F,SI1,62.3,57.0,5.82,5.77,3.61,2744
14882,0.54,Premium,F,SI2,59.6,60.0,5.25,5.28,3.14,1154
12673,1.51,Premium,E,SI1,60.3,58.0,7.47,7.43,4.49,12336
8557,0.43,Ideal,F,VS1,61.9,56.0,4.84,4.85,3.0,774
10042,1.21,Ideal,G,VS1,62.5,57.0,6.77,6.7,4.21,6025
14836,1.51,Very Good,H,SI2,60.8,58.0,7.4,7.51,4.53,7723
22842,1.24,Ideal,F,VVS1,,55.0,6.94,6.98,4.26,15026
1773,0.54,Premium,F,VS1,60.0,59.0,5.3,5.23,3.16,1770
16179,0.54,Ideal,D,VS1,62.0,56.0,5.21,5.25,3.24,1941
12888,0.26,Very Good,E,VVS1,63.4,59.0,4.0,4.04,2.55,554
23416,1.04,Ideal,F,VVS2,61.2,57.0,6.5,6.53,3.99,9005
17710,0.78,Premium,F,VS2,62.6,58.0,5.91,5.82,3.67,2874
20891,0.33,Ideal,G,IF,62.2,56.0,4.45,4.43,2.76,1052
14074,0.31,Ideal,D,VS2,62.0,55.0,4.33,4.35,2.69,734
3990,1.51,Ideal,J,VS1,62.7,56.0,7.3,7.35,4.59,8092
13430,0.48,Premium,H,SI1,61.9,58.0,5.04,5.01,3.11,990
387,1.04,Ideal,F,SI1,61.3,56.0,6.55,6.5,4.0,5882
4923,1.01,Ideal,E,SI2,61.1,57.0,6.52,6.48,3.97,4751
195,0.54,Ideal,F,VVS2,61.8,55.0,5.27,5.25,3.25,2333
15603,1.5,Fair,E,SI1,58.2,66.0,7.45,7.4,4.32,11128
10896,0.34,Very Good,G,VVS2,61.2,59.0,4.46,4.5,2.74,775
26628,0.46,Ideal,G,VVS1,61.6,55.0,5.0,5.03,3.09,1800
26827,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,1689
1578,0.4,Premium,D,SI2,62.1,60.0,4.69,4.75,2.93,666
23768,0.7,Very Good,H,SI1,60.4,61.0,5.68,5.77,3.46,2296
245,1.01,Very Good,G,VVS1,61.8,59.0,6.47,6.41,3.98,8373
2221,1.75,Very Good,I,SI1,62.8,59.0,7.62,7.66,4.8,10635
495,0.58,Ideal,D,SI2,61.2,57.0,5.38,5.41,3.3,1436
16481,0.7,Good,D,SI1,61.6,62.0,5.67,5.72,3.51,2570
12592,0.32,Ideal,F,VS2,61.9,55.0,4.41,4.45,2.74,602
10520,2.66,Good,H,SI2,63.8,57.0,8.71,8.65,5.54,16239
9891,0.9,Good,I,VS2,63.8,55.0,6.16,6.07,3.9,3246
18673,0.33,Ideal,F,VVS2,61.4,56.0,4.44,4.49,2.74,810
21270,1.0,Premium,H,VS1,62.4,58.0,6.43,6.4,4.0,4950
21666,0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,1249
3746,0.51,Ideal,E,SI2,,56.0,5.12,5.14,3.18,1385
5179,0.32,Ideal,F,VVS1,61.6,55.0,4.42,4.44,2.73,854
7904,0.6,Very Good,D,VVS2,,57.0,5.48,5.51,3.33,2897
9842,0.39,Premium,G,SI1,62.4,58.0,4.72,4.67,2.93,878
22911,0.9,Very Good,F,SI2,63.4,59.0,6.07,6.11,3.86,3605
4071,1.03,Ideal,D,SI2,60.7,55.0,6.53,6.61,3.99,4752
9977,0.41,Ideal,F,VS1,62.1,56.0,4.8,4.77,2.97,1076
15720,1.22,Very Good,I,VS1,61.6,60.0,6.86,6.8,4.21,5966
26163,1.27,Premium,G,VS2,61.0,60.0,6.97,6.93,4.24,8705
9548,0.31,Good,G,VVS1,63.1,56.0,4.33,4.35,2.74,816
1716,0.81,Ideal,H,SI2,61.4,57.0,6.0,5.96,3.67,2375
24834,0.71,Fair,J,SI2,66.1,58.0,5.53,5.43,3.62,1362
8230,0.41,Ideal,D,SI1,61.4,56.0,4.8,4.77,2.94,1015
9608,1.51,Premium,G,VS2,62.7,58.0,7.31,7.2,4.55,12872
12531,0.9,Premium,G,VS2,59.0,58.0,6.29,6.25,3.7,3841
23519,0.32,Ideal,E,VS2,61.7,56.0,4.39,4.43,2.72,639
6933,0.5,Very Good,E,SI2,61.3,56.0,5.08,5.13,3.13,1154
26427,1.32,Premium,I,SI2,58.4,60.0,7.24,7.15,4.2,5921
23523,1.26,Premium,F,SI2,61.3,58.0,6.99,6.91,4.26,6657
21143,0.91,Ideal,E,SI2,61.1,58.0,6.25,6.29,3.83,3723
5412,1.0,Ideal,F,VS2,62.0,55.0,6.43,6.48,4.0,5844
4808,1.56,Very Good,I,VS2,59.7,60.0,7.53,7.58,4.51,9231
20359,1.19,Premium,G,VS2,58.9,61.0,6.88,6.81,4.03,7397
15747,1.02,Ideal,D,VVS2,61.0,56.0,6.52,6.55,3.99,11765
14597,0.5,Fair,G,SI1,65.0,59.0,4.99,4.97,3.24,1050
2525,2.07,Ideal,G,SI2,62.0,55.0,8.23,8.13,5.07,17095
24687,1.2,Ideal,H,SI1,62.2,58.0,6.81,6.77,4.22,6569
22175,1.59,Premium,F,VS2,60.2,60.0,7.62,7.59,4.58,15602
23865,0.73,Premium,G,VS1,61.5,58.0,5.79,5.75,3.55,2770
26832,0.3,Ideal,G,VVS1,62.0,58.0,4.28,4.3,2.66,764
2982,0.71,Good,H,SI1,63.5,57.0,5.64,5.67,3.59,2096
8906,0.41,Ideal,D,VVS1,62.3,55.0,4.78,4.75,2.97,1582
101,1.02,Fair,J,SI1,66.8,55.0,6.25,6.18,4.15,3027
22985,0.32,Very Good,H,VS2,63.1,55.0,4.36,4.33,2.74,648
25149,0.76,Good,D,VS2,63.5,55.0,5.81,5.85,3.7,3443
19749,1.2,Ideal,G,VVS1,62.2,57.0,6.77,6.81,4.22,9009
22316,1.51,Very Good,E,SI2,61.2,58.0,7.3,7.35,4.48,9140
15260,1.26,Ideal,D,VS2,62.5,57.0,6.9,6.85,4.3,8256
9081,0.3,Very Good,G,VVS1,62.1,61.0,4.27,4.3,2.66,789
8093,0.3,Very Good,E,VS1,58.4,62.0,4.37,4.43,2.57,640
12723,0.31,Very Good,E,VVS1,60.3,57.0,4.41,4.44,2.67,752
15623,0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3228
11167,0.38,Premium,G,VS1,61.0,58.0,4.71,4.67,2.86,1069
10804,0.96,Ideal,F,VS1,61.7,56.0,6.4,6.34,3.93,4333
13454,0.26,Very Good,F,VVS1,58.7,58.0,4.24,4.25,2.49,597
1770,0.38,Ideal,D,VVS2,61.3,56.0,4.63,4.73,2.87,1200
8342,0.9,Very Good,G,VVS1,63.3,58.0,6.05,6.14,3.86,4697
18712,1.14,Premium,F,SI1,59.6,58.0,6.8,6.78,4.05,6033
10018,1.0,Good,D,VS2,65.7,55.0,6.17,6.22,4.07,6163
16378,1.0,Good,G,SI2,57.4,60.0,6.63,6.53,3.78,3941
12043,0.79,Ideal,E,VS2,62.2,55.0,5.97,5.9,3.69,3861
11570,0.9,Very Good,G,SI2,63.1,59.0,6.11,6.16,3.87,3353
124,0.77,Ideal,E,SI2,60.7,55.0,6.01,5.95,3.63,2834
19659,1.23,Good,H,SI1,63.9,56.0,6.81,6.77,4.34,5889
4264,0.3,Very Good,F,IF,62.0,55.0,4.33,4.35,2.69,886
19307,1.21,Premium,H,SI1,62.4,56.0,6.83,6.79,4.25,6566
17313,0.38,Ideal,I,VS1,62.3,55.0,4.63,4.66,2.89,703
